id,name,sport_type,display_type,activity_type_display_name,private,bike_id,athlete_gear_id,start_date,start_date_local_raw,start_time,start_day,distance,distance_raw,long_unit,short_unit,moving_time,moving_time_raw,elapsed_time,elapsed_time_raw,trainer,static_map,has_latlng,commute,elevation_gain,elevation_unit,elevation_gain_raw,description,activity_url,activity_url_for_twitter,twitter_msg,is_new,is_changing_type,suffer_score,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,selected_tag_type,flagged,hide_power,hide_heartrate,leaderboard_opt_out,visibility,tags/0,tags/1,tags/2,tags/3
11372770372,Afternoon Walk,Walk,Walk,Walk,false,,,"Thu, 5/9/2024",1715264044,2024-05-09T21:14:04+0000,Thu,0.75,1213.17,miles,mi,13:00,780,13:00,780,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/KD4SXKVA6HFTRAPBLLXEDZTIJ3QIQI4KHRXMYFND6JGR5TREHFWBOHW4TILBN4NVY74T6WRV7FYYHCSOGR6KYRESBKVY224ICWQQ====,true,,140,ft,42.8,,https://www.strava.com/activities/11372770372,https://www.strava.com/activities/11372770372?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.7 mile Walk.,true,false,2,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
11372732173,Afternoon Run,Run,Run,Run,false,,,"Thu, 5/9/2024",1715263246,2024-05-09T21:00:46+0000,Thu,1.35,2185.96,miles,mi,13:03,783,13:03,783,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/WEUBWWCPE6JJP6XMYH5XI2I5NIIA4NYY4OPSSA2P5BY4A5G4ICNOWFFDVRZI3277VMX5F2CJA2MIAT5T7XYZMASEENLPU5UXSQNA====,true,,127,ft,38.8,,https://www.strava.com/activities/11372732173,https://www.strava.com/activities/11372732173?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.3 mile Run.,true,false,25,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
11362149845,Morning Run,Run,Run,Run,false,,,"Wed, 5/8/2024",1715157306,2024-05-08T15:35:06+0000,Wed,4.44,7147.28,miles,mi,45:47,2747,45:55,2755,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/T2PDQASY5TK4QVJ2ONAO3DWUC5LTXIXVB26SKGUALZUV6AAONUXIKVKDYNUC6MQBG4CJWYE4YKFWFXMGXZVGMSTPNERYR47R76ZA====,true,,552,ft,168.4,,https://www.strava.com/activities/11362149845,https://www.strava.com/activities/11362149845?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 4.4 mile Run.,true,false,115,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
11361764194,Morning Walk,Walk,Walk,Walk,false,,,"Wed, 5/8/2024",1715156705,2024-05-08T15:25:05+0000,Wed,0.82,1332,miles,mi,4:12,252,4:51,291,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/OQ7TUUOIA2O5XS3FH54LJLUN3JLO444ZL3CQUAFFB2RB7E7BVHJOBKI7VZGUYDS6E4VGXXTI7TPAKIZDK3GRWJDXALMBQV5PBPNA====,true,,55,ft,16.8,,https://www.strava.com/activities/11361764194,https://www.strava.com/activities/11361764194?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.8 mile Walk.,true,false,0,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
11331642978,Lunch Run,Run,Run,Run,false,,,"Sat, 5/4/2024",1714820902,2024-05-04T15:08:22+0000,Sat,3.58,5769.89,miles,mi,36:20,2180,37:21,2241,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/MEQOAVJSZBBNVNCHT65CNCCFICWX4Q2KUSZX77NME4MHGYFRXJG7R5GAHOTIKKIYFYIZ373DIOAHSWCEE5LFD6MOFU3BRDTRQRZQ====,true,,157,ft,48,,https://www.strava.com/activities/11331642978,https://www.strava.com/activities/11331642978?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.5 mile Run.,true,false,75,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
11324195739,Afternoon Walk,Walk,Walk,Walk,false,,,"Fri, 5/3/2024",1714743350,2024-05-03T17:35:50+0000,Fri,0.94,1512.85,miles,mi,19:02,1142,19:02,1142,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/NR6ZELJGI6LZNAPLHJ3FOKOE36IWZCP6N2NKPOVRHXFG4GNJ5EQAK36OGUHZJUURVBDAWD7C66NJLVNDUKFIGNXXENXVASX6WESA====,true,,141,ft,43,,https://www.strava.com/activities/11324195739,https://www.strava.com/activities/11324195739?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.9 mile Walk.,true,false,6,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9746159759,Afternoon Run,Run,Run,Run,false,,,"Tue, 8/29/2023",1693331716,2023-08-29T22:55:16+0000,Tue,1.64,2643.86,miles,mi,24:45,1485,24:45,1485,true,,false,,0,ft,0,,https://www.strava.com/activities/9746159759,https://www.strava.com/activities/9746159759?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.6 mile Run.,true,false,49,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
9746108366,Afternoon Walk,Walk,Walk,Walk,false,,,"Tue, 8/29/2023",1693330372,2023-08-29T22:32:52+0000,Tue,1.08,1752.44,miles,mi,22:07,1327,22:07,1327,true,,false,,0,ft,0,,https://www.strava.com/activities/9746108366,https://www.strava.com/activities/9746108366?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.0 mile Walk.,true,false,36,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9736539130,Morning Walk,Walk,Walk,Walk,false,,,"Mon, 8/28/2023",1693208445,2023-08-28T12:40:45+0000,Mon,2.25,3621.4,miles,mi,44:12,2652,44:12,2652,true,,false,,0,ft,0,,https://www.strava.com/activities/9736539130,https://www.strava.com/activities/9736539130?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 2.2 mile Walk.,true,false,66,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9695606031,Night Walk,Walk,Walk,Walk,false,,,"Mon, 8/21/2023",1692652570,2023-08-22T02:16:10+0000,Mon,1.91,3083.33,miles,mi,40:51,2451,40:51,2451,true,,false,,0,ft,0,,https://www.strava.com/activities/9695606031,https://www.strava.com/activities/9695606031?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.9 mile Walk.,true,false,74,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9688221911,Afternoon Walk,Walk,Walk,Walk,false,,,"Sun, 8/20/2023",1692541764,2023-08-20T19:29:24+0000,Sun,2.04,3296.52,miles,mi,47:02,2822,47:02,2822,true,,false,,0,ft,0,,https://www.strava.com/activities/9688221911,https://www.strava.com/activities/9688221911?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 2.0 mile Walk.,true,false,76,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9666127538,Evening Walk,Walk,Walk,Walk,false,,,"Wed, 8/16/2023",1692211383,2023-08-16T23:43:03+0000,Wed,1.74,2814.28,miles,mi,41:43,2503,41:43,2503,true,,false,,0,ft,0,,https://www.strava.com/activities/9666127538,https://www.strava.com/activities/9666127538?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.7 mile Walk.,true,false,35,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9558148988,Afternoon Walk,Walk,Walk,Walk,false,,,"Mon, 7/31/2023",1690809336,2023-07-31T20:15:36+0000,Mon,1.44,2321,miles,mi,15:14,914,17:19,1039,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/UQONEF5JUT3QXVFRMQUEFYXCELFHDYD5QKGKMTTZHP7KOKVCFM7Q4G4FMMMTUWEORKPPWVOKQUYGNFHZTCZ3UWFDCXSX33TUVYAQ====,true,,60,ft,18.2,,https://www.strava.com/activities/9558148988,https://www.strava.com/activities/9558148988?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.4 mile Walk.,true,false,3,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9514376612,Lunch Walk,Walk,Walk,Walk,false,,,"Mon, 7/24/2023",1690202319,2023-07-24T19:38:39+0000,Mon,0.56,910.93,miles,mi,11:42,702,11:42,702,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/5CP2PUOGAMZWDOXB3BE4XM3KOK5FLAWRHPSL4F7IRTFUQ42F554H2AG25DNWY7KZENYVJJMMSQKNMBWKZKIUFQZBYI4RJSXBG67A====,true,,56,ft,17,,https://www.strava.com/activities/9514376612,https://www.strava.com/activities/9514376612?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.5 mile Walk.,true,false,4,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9514307469,Lunch Run,Run,Run,Run,false,,,"Mon, 7/24/2023",1690200533,2023-07-24T19:08:53+0000,Mon,3.01,4844.55,miles,mi,28:47,1727,28:57,1737,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/PMFSMFZQBEZU7HTSVTDCUGENTJFE5WV7SE4BIYHNIDKTIKJNRTQG6Y6TVE2NUSVWOW2E2U5ETTKG5LOCZWOFJCWMTA3F4DGQ476Q====,true,,204,ft,62.2,,https://www.strava.com/activities/9514307469,https://www.strava.com/activities/9514307469?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.0 mile Run.,true,false,96,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
9421615347,Lunch Walk,Walk,Walk,Walk,false,,,"Sun, 7/9/2023",1688903019,2023-07-09T15:43:39+0000,Sun,1.33,2150.26,miles,mi,14:17,857,15:13,913,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/O36JVCN2KFEQ3E7YNS4RCYUUA5D7PDQJSBZFRTMQKV6PDYDY5QF6IRFQFZMXFJDWYZTA7OSLQ3X2NK62BXI6352MRL7M5N6TFO6Q====,true,,116,ft,35.4,,https://www.strava.com/activities/9421615347,https://www.strava.com/activities/9421615347?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.3 mile Walk.,true,false,2,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9297001356,Lunch Run,Run,Run,Run,false,,,"Mon, 6/19/2023",1687175415,2023-06-19T18:50:15+0000,Mon,3.98,6413.8,miles,mi,48:19,2899,48:53,2933,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/HJQ4M4UMSLU56F7IFB2JPC7AYUOKDMDONSOH4AHB5TNQQ7D4AXAJARGSEWAHU6YYJ3QEPU7WO2QEJLQ6O6DX3MFNYDHNYMUYT6LQ====,true,,321,ft,97.9133,,https://www.strava.com/activities/9297001356,https://www.strava.com/activities/9297001356?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.9 mile Run.,false,false,,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
9291459974,Lunch Walk,Walk,Walk,Walk,false,,,"Sun, 6/18/2023",1687090794,2023-06-18T19:19:54+0000,Sun,1.89,3042.97,miles,mi,43:17,2597,43:17,2597,true,,false,,0,ft,0,,https://www.strava.com/activities/9291459974,https://www.strava.com/activities/9291459974?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.8 mile Walk.,true,false,,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9277803622,Morning Run,Run,Run,Run,false,,,"Fri, 6/16/2023",1686909830,2023-06-16T17:03:50+0000,Fri,4.48,7220.59,miles,mi,51:38,3098,56:18,3378,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/BAQRDGBRQAQYA4HRWDRP5MZGUDTNR3LCFSYOST3D4YK3FQ5Y7KLUOZLSDHUPWZSCCMVDSQXN6QCPUEVG2NWPCWHWXCK736HRWZVA====,true,,512,ft,156.2,,https://www.strava.com/activities/9277803622,https://www.strava.com/activities/9277803622?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 4.4 mile Run.,true,false,,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
9271818063,Morning Run,Run,Run,Run,false,,,"Thu, 6/15/2023",1686822231,2023-06-15T16:43:51+0000,Thu,4.47,7206.94,miles,mi,54:16,3256,55:09,3309,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/INTT4ZTTNLAODJURBVIEBCR37Q5EJLFRUW63SVMRZFZGZ7QHB4DFEW4THOSWWOIKSFFMRCOEIM2XR3MPIRN4SZLBOV3UAVBTJMJQ====,true,,657,ft,200.2,,https://www.strava.com/activities/9271818063,https://www.strava.com/activities/9271818063?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 4.4 mile Run.,true,false,,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
9271817974,Morning Run,Run,Run,Run,false,,,"Wed, 6/14/2023",1686736596,2023-06-14T16:56:36+0000,Wed,3.10,4999.44,miles,mi,32:52,1972,33:06,1986,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/RRSYEAMQCKNDCTBQBWR4XFEUJHNLFVUERPG66CUQLAQKPFNGQX2FOEJBB56LEFVU44DFAENGJOMGJYBX6KGBIR4GARRY6KW5TGZQ====,true,,377,ft,114.8,,https://www.strava.com/activities/9271817974,https://www.strava.com/activities/9271817974?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.1 mile Run.,true,false,,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
10312448847,Lunch Walk,Walk,Walk,Walk,false,,,"Fri, 12/1/2023",1701432345,2023-12-01T18:05:45+0000,Fri,2.23,3602.35,miles,mi,37:55,2275,37:55,2275,true,,false,,0,ft,0,,https://www.strava.com/activities/10312448847,https://www.strava.com/activities/10312448847?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 2.2 mile Walk.,true,false,72,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
10214096234,Afternoon Elliptical,Elliptical,Elliptical,Elliptical,false,,,"Mon, 11/13/2023",1699896918,2023-11-13T23:35:18+0000,Mon,0,0,miles,mi,30:33,1833,30:33,1833,true,,false,,0,ft,0,,https://www.strava.com/activities/10214096234,https://www.strava.com/activities/10214096234?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0 mile Elliptical.,true,false,36,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
10189462003,Morning Walk,Walk,Walk,Walk,false,,,"Thu, 11/9/2023",1699526921,2023-11-09T16:48:41+0000,Thu,1.46,2362.9,miles,mi,33:33,2013,33:33,2013,true,,false,,0,ft,0,,https://www.strava.com/activities/10189462003,https://www.strava.com/activities/10189462003?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.4 mile Walk.,true,false,55,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
10176293451,Morning Walk,Walk,Walk,Walk,false,,,"Tue, 11/7/2023",1699340050,2023-11-07T12:54:10+0000,Tue,1.13,1820.98,miles,mi,23:39,1419,24:48,1488,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/ATKLW6ZWQULM3PS554KPBFCCAD3RLDNIGDS7XVAU2YSZZ7N5YL2I7ORT6YFE2WD3WQVM2CBIO2ZENGZ2L7IX7CLHFJ6GEAAJXTBQ====,true,,231,ft,70.4,,https://www.strava.com/activities/10176293451,https://www.strava.com/activities/10176293451?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.1 mile Walk.,true,false,7,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
10170252619,Morning Swim,Swim,Swim,Swim,false,,,"Mon, 11/6/2023",1699250522,2023-11-06T12:02:02+0000,Mon,"3,773",3450,yards,yd,1:04:24,3864,1:04:24,3864,true,,false,,0,ft,0,,https://www.strava.com/activities/10170252619,https://www.strava.com/activities/10170252619?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 2.1 mile Swim.,true,false,134,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
10170252630,Evening Walk,Walk,Walk,Walk,false,,,"Sun, 11/5/2023",1699210393,2023-11-06T00:53:13+0000,Sun,1.44,2317.63,miles,mi,32:43,1963,32:43,1963,true,,false,,0,ft,0,,https://www.strava.com/activities/10170252630,https://www.strava.com/activities/10170252630?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.4 mile Walk.,true,false,57,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9965153179,Afternoon Walk,Walk,Walk,Walk,false,,,"Mon, 10/2/2023",1696268339,2023-10-02T22:38:59+0000,Mon,1.45,2346.49,miles,mi,32:50,1970,32:50,1970,true,,false,,0,ft,0,,https://www.strava.com/activities/9965153179,https://www.strava.com/activities/9965153179?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.4 mile Walk.,true,false,29,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9957339692,Lunch Walk,Walk,Walk,Walk,false,,,"Sun, 10/1/2023",1696163646,2023-10-01T17:34:06+0000,Sun,1.00,1611.97,miles,mi,6:59,419,11:28,688,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/2N2QUEJ44HVJI7Z3GVUUODORD4EB7EF3LCNIL7NQD2HN7IHH2G4MTX2AL45J3ZVNPGC3ISP4NDVXSQRVITEEVWI6BGAHTCGNSDOQ====,true,,45,ft,13.6,,https://www.strava.com/activities/9957339692,https://www.strava.com/activities/9957339692?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.0 mile Walk.,true,false,1,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9956700560,Morning Walk,Walk,Walk,Walk,false,,,"Sun, 10/1/2023",1696152559,2023-10-01T14:29:19+0000,Sun,0.79,1280.58,miles,mi,1:27,87,1:27,87,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/3LHUTTWR3V2O4743QZH7GYHSCJTXQXN3EUMMKPRC5TMADWX5QA3T7T72R46W7NPKYPFTRFUDRV2W52WTVTR5RYHBXHYTS6OXC5LA====,true,,0,ft,0,,https://www.strava.com/activities/9956700560,https://www.strava.com/activities/9956700560?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.7 mile Walk.,true,false,0,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9920469029,Afternoon Walk,Walk,Walk,Walk,false,,,"Mon, 9/25/2023",1695647329,2023-09-25T18:08:49+0000,Mon,2.65,4274.17,miles,mi,1:01:46,3706,1:01:46,3706,true,,false,,0,ft,0,,https://www.strava.com/activities/9920469029,https://www.strava.com/activities/9920469029?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 2.6 mile Walk.,true,false,26,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9913433993,Lunch Walk,Walk,Walk,Walk,false,,,"Sun, 9/24/2023",1695557439,2023-09-24T17:10:39+0000,Sun,1.12,1809.86,miles,mi,10:26,626,18:22,1102,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/WU2BJS4AWZLRL3BJ4WWQSZHCKHAAQZTANLQUWKXFGAXAJR7TFIJM2NGL4RQZ7EKFE5QQUSVLKXKXZ3RU3A7LZEPGFDGIVK4FPXBQ====,true,,15,ft,4.60001,,https://www.strava.com/activities/9913433993,https://www.strava.com/activities/9913433993?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.1 mile Walk.,true,false,1,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9856909703,Evening Walk,Walk,Walk,Walk,false,,,"Fri, 9/15/2023",1694801102,2023-09-15T23:05:02+0000,Fri,2.84,4585.09,miles,mi,1:03:01,3781,1:03:01,3781,true,,false,,0,ft,0,,https://www.strava.com/activities/9856909703,https://www.strava.com/activities/9856909703?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 2.8 mile Walk.,true,false,57,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9838058767,Afternoon Walk,Walk,Walk,Walk,false,,,"Tue, 9/12/2023",1694541018,2023-09-12T22:50:18+0000,Tue,3.56,5733.39,miles,mi,1:07:11,4031,1:07:11,4031,true,,false,,0,ft,0,,https://www.strava.com/activities/9838058767,https://www.strava.com/activities/9838058767?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.5 mile Walk.,true,false,57,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9830900331,Afternoon Walk,Walk,Walk,Walk,false,,,"Mon, 9/11/2023",1694450237,2023-09-11T21:37:17+0000,Mon,3.12,5032.84,miles,mi,1:08:12,4092,1:08:12,4092,true,,false,,0,ft,0,,https://www.strava.com/activities/9830900331,https://www.strava.com/activities/9830900331?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.1 mile Walk.,true,false,67,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9803594852,Lunch Weight Training,WeightTraining,Weight Training,Weight Training,false,,,"Thu, 9/7/2023",1694090950,2023-09-07T17:49:10+0000,Thu,0,0,miles,mi,13:48,828,13:48,828,true,,false,,0,ft,0,,https://www.strava.com/activities/9803594852,https://www.strava.com/activities/9803594852?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0 mile Weight Training.,true,false,5,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9803475365,Lunch Walk,Walk,Walk,Walk,false,,,"Thu, 9/7/2023",1694089360,2023-09-07T17:22:40+0000,Thu,1.50,2413.82,miles,mi,26:20,1580,26:20,1580,true,,false,,0,ft,0,,https://www.strava.com/activities/9803475365,https://www.strava.com/activities/9803475365?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.5 mile Walk.,true,false,22,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9803475393,Afternoon Walk,Walk,Walk,Walk,false,,,"Wed, 9/6/2023",1694021638,2023-09-06T22:33:58+0000,Wed,3.49,5627.68,miles,mi,1:05:07,3907,1:05:07,3907,true,,false,,0,ft,0,,https://www.strava.com/activities/9803475393,https://www.strava.com/activities/9803475393?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.4 mile Walk.,true,false,80,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9784651951,Afternoon Walk,Walk,Walk,Walk,false,,,"Mon, 9/4/2023",1693843958,2023-09-04T21:12:38+0000,Mon,3.55,5722.46,miles,mi,1:00:12,3612,1:00:12,3612,true,,false,,0,ft,0,,https://www.strava.com/activities/9784651951,https://www.strava.com/activities/9784651951?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.5 mile Walk.,true,false,88,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9778620244,Afternoon Weight Training,WeightTraining,Weight Training,Weight Training,false,,,"Sun, 9/3/2023",1693763544,2023-09-03T22:52:24+0000,Sun,0,0,miles,mi,26:59,1619,26:59,1619,true,,false,,0,ft,0,,https://www.strava.com/activities/9778620244,https://www.strava.com/activities/9778620244?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0 mile Weight Training.,true,false,16,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
9778544299,Afternoon Walk,Walk,Walk,Walk,false,,,"Sun, 9/3/2023",1693760029,2023-09-03T21:53:49+0000,Sun,3.05,4912.96,miles,mi,54:22,3262,54:22,3262,true,,false,,0,ft,0,,https://www.strava.com/activities/9778544299,https://www.strava.com/activities/9778544299?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.0 mile Walk.,true,false,66,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
12233074877,Lunch Walk,Walk,Walk,Walk,false,,,"Fri, 8/23/2024",1724417082,2024-08-23T17:44:42+0000,Fri,0.43,697.71,miles,mi,10:18,618,10:18,618,true,,false,,0,ft,0,,https://www.strava.com/activities/12233074877,https://www.strava.com/activities/12233074877?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.4 mile Walk.,true,false,2,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
12223663024,Lunch Run,Run,Run,Run,false,,,"Fri, 8/23/2024",1724416384,2024-08-23T17:33:04+0000,Fri,1.02,1652.31,miles,mi,11:27,687,11:27,687,true,,false,,0,ft,0,,https://www.strava.com/activities/12223663024,https://www.strava.com/activities/12223663024?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.0 mile Run.,true,false,28,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
12223663027,Lunch Walk,Walk,Walk,Walk,false,,,"Fri, 8/23/2024",1724415043,2024-08-23T17:10:43+0000,Fri,1.05,1697.29,miles,mi,22:11,1331,22:11,1331,true,,false,,0,ft,0,,https://www.strava.com/activities/12223663027,https://www.strava.com/activities/12223663027?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 1.0 mile Walk.,true,false,20,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
12218095394,Evening Walk,Walk,Walk,Walk,false,,,"Thu, 8/22/2024",1724354162,2024-08-23T00:16:02+0000,Thu,0.27,437.38,miles,mi,6:00,360,10:18,618,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/ZBUGJI2GSFKE2UXSFOKB36F2PJUKKB5QXNJFRIA5YV45RG54AJYV4RZRLMAOWMAKSZCJKLKJ4VX4PJ3YK5XORX7GZAYHTGRPLIOQ====,true,,13,ft,4,,https://www.strava.com/activities/12218095394,https://www.strava.com/activities/12218095394?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.2 mile Walk.,true,false,4,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
12218067042,Evening Run,Run,Run,Run,false,,,"Thu, 8/22/2024",1724352263,2024-08-22T23:44:23+0000,Thu,3.00,4842.28,miles,mi,31:22,1882,31:27,1887,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/QJONJQ32ZVV2XBAJLV55VOJZAUMMQABNAHFUR26U7ZB5I37KKX4BZE6MFRYPNLUMQWY6CSMUAYDVAHUSXQZW3M6MFFE6MHKNT7YQ====,true,,167,ft,51,,https://www.strava.com/activities/12218067042,https://www.strava.com/activities/12218067042?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.0 mile Run.,true,false,98,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
12205047646,Morning Walk,Walk,Walk,Walk,false,,,"Wed, 8/21/2024",1724229359,2024-08-21T13:35:59+0000,Wed,0.39,642.23,miles,mi,7:29,449,16:38,998,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/OGM2YREIOQHHQ5VBWME2X3GU7Y2QPV6GPRMET6MTH2TB4WBA5RDTM5NBVROLFIS4JQJO7VPFW2364HMF5LJFK66OOGWPFEEZ6F7A====,true,,51,ft,15.6,,https://www.strava.com/activities/12205047646,https://www.strava.com/activities/12205047646?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 0.3 mile Walk.,true,false,5,false,false,false,false,false,false,false,,false,false,false,false,everyone,false,false,false,
12204944434,Morning Run,Run,Run,Run,false,,,"Wed, 8/21/2024",1724227082,2024-08-21T12:58:02+0000,Wed,3.51,5661.79,miles,mi,36:07,2167,37:36,2256,false,https://d3o5xota0a1fcr.cloudfront.net/v6/maps/J2II5NUHEDFN4EPVT4ZMFY5FUIDC5C2EQGBI6MQJ6MYHW4MWN37OPZTCWEIAET4KYHOM77K25LIBSCOMNHXHT53J2N5LK7OHFSBA====,true,,138,ft,42,,https://www.strava.com/activities/12204944434,https://www.strava.com/activities/12204944434?utm_content=118093999&utm_medium=referral&utm_source=twitter,went for a 3.5 mile Run.,true,false,118,false,true,false,false,false,false,false,,false,false,false,false,everyone,,,,
